Month,GridCompany,GridCompanyName,NumberofChangesforSmallConsumers,NumberofChangesforLargeConsumers
2022-03-01T00:00:00,533,FLOW Elnet A/S,316,2
2022-03-01T00:00:00,543,Vores Elnet A/S,1746,9
2022-03-01T00:00:00,584,Midtfyns Elforsyning A.m.b.A.,77,0
2022-03-01T00:00:00,740,Cerius A/S - 740,4493,87
2022-03-01T00:00:00,757,Elektrus A/S,238,1
2022-03-01T00:00:00,791,Radius Elnet A/S,13678,189
2022-03-01T00:00:00,853,Cerius A/S - 853,84,0
2022-03-01T00:00:00,854,NKE-Elnet A/S,173,1
2022-03-01T00:00:00,860,Zeanet A/S,296,1
2022-03-01T00:00:00,911,TREFOR El-Net Øst A/S,194,2
2022-02-01T00:00:00,016,El-net Kongerslev A/S,2,0
2022-02-01T00:00:00,031,Nord Energi Net A/S,748,8
2022-02-01T00:00:00,042,Netselskabet Elværk A/S - 042,74,5
2022-02-01T00:00:00,051,Elinord A/S,93,0
2022-02-01T00:00:00,084,Kimbrer Elnet A/S,28,0
2022-02-01T00:00:00,085,Læsø Elnet A/S,14,0
2022-02-01T00:00:00,131,N1 A/S - 131,3284,25
2022-02-01T00:00:00,141,Hammel Elforsyning Net A/S,26,0
2022-02-01T00:00:00,151,Konstant Net A/S - 151,1108,9
2022-02-01T00:00:00,152,N1 A/S - 152,244,7
2022-02-01T00:00:00,154,Elnet Midt A/S,457,1
2022-02-01T00:00:00,233,Dinel A/S - 233,872,0
2022-02-01T00:00:00,244,TREFOR El-Net A/S,868,5
2022-02-01T00:00:00,245,Konstant Net A/S - 245,393,2
2022-02-01T00:00:00,331,Netselskabet Elværk A/S - 331,174,5
2022-02-01T00:00:00,341,GEV Elnet A/S,23,1
2022-02-01T00:00:00,342,Ikast El Net A/S,65,0
2022-02-01T00:00:00,344,N1 A/S - 344,2234,33
2022-02-01T00:00:00,347,NOE Net A/S,129,1
2022-02-01T00:00:00,348,RAH Net A/S,333,5
2022-02-01T00:00:00,351,L-Net A/S,114,0
2022-02-01T00:00:00,357,Forsyning Elnet A/S,32,0
2022-02-01T00:00:00,370,Aal El-net A.m.b.a,11,0
2022-02-01T00:00:00,371,Hjerting Transformatorforening,18,0
2022-02-01T00:00:00,381,Hurup Elværk Net A/S,6,0
2022-02-01T00:00:00,384,Tarm Elværk Net A/S,17,0
2022-02-01T00:00:00,385,Videbæk Elnet A/S,15,0
2022-02-01T00:00:00,396,Sunds Net A.m.b.a,19,0
2022-02-01T00:00:00,398,N1 A/S - 398,9,0
2022-02-01T00:00:00,531,Ravdex A/S,105,1
2022-02-01T00:00:00,532,Veksel A/S,34,2
2022-02-01T00:00:00,533,FLOW Elnet A/S,282,2
2022-02-01T00:00:00,543,Vores Elnet A/S,1024,12
2022-02-01T00:00:00,584,Midtfyns Elforsyning A.m.b.A.,61,0
2022-02-01T00:00:00,740,Cerius A/S - 740,2630,52
2022-02-01T00:00:00,755,Radius Elnet A/S (Hillerød),105,1
2022-02-01T00:00:00,757,Elektrus A/S,93,0
2022-02-01T00:00:00,791,Radius Elnet A/S,6806,247
2022-02-01T00:00:00,853,Cerius A/S - 853,44,4
2022-02-01T00:00:00,854,NKE-Elnet A/S,108,0
2022-02-01T00:00:00,860,Zeanet A/S,176,2
2022-02-01T00:00:00,911,TREFOR El-Net Øst A/S,98,1
2022-01-01T00:00:00,016,El-net Kongerslev A/S,10,0
2022-01-01T00:00:00,031,Nord Energi Net A/S,1126,71
2022-01-01T00:00:00,042,Netselskabet Elværk A/S - 042,140,30
2022-01-01T00:00:00,051,Elinord A/S,181,16
2022-01-01T00:00:00,084,Kimbrer Elnet A/S,19,2
2022-01-01T00:00:00,085,Læsø Elnet A/S,26,0
2022-01-01T00:00:00,131,N1 A/S - 131,4575,374
2022-01-01T00:00:00,141,Hammel Elforsyning Net A/S,25,0
2022-01-01T00:00:00,151,Konstant Net A/S - 151,1361,59
2022-01-01T00:00:00,152,N1 A/S - 152,327,33
2022-01-01T00:00:00,154,Elnet Midt A/S,252,12
2022-01-01T00:00:00,233,Dinel A/S - 233,1063,72
2022-01-01T00:00:00,244,TREFOR El-Net A/S,1202,94
2022-01-01T00:00:00,245,Konstant Net A/S - 245,519,43
2022-01-01T00:00:00,331,Netselskabet Elværk A/S - 331,239,15
2022-01-01T00:00:00,341,GEV Elnet A/S,36,9
2022-01-01T00:00:00,342,Ikast El Net A/S,78,4
2022-01-01T00:00:00,344,N1 A/S - 344,2905,330
2022-01-01T00:00:00,347,NOE Net A/S,400,11
2022-01-01T00:00:00,348,RAH Net A/S,518,64
2022-01-01T00:00:00,351,L-Net A/S,135,15
2022-01-01T00:00:00,357,Forsyning Elnet A/S,35,3
2022-01-01T00:00:00,370,Aal El-net A.m.b.a,17,0
2022-01-01T00:00:00,371,Hjerting Transformatorforening,17,1
2022-01-01T00:00:00,381,Hurup Elværk Net A/S,9,2
2022-01-01T00:00:00,384,Tarm Elværk Net A/S,13,1
2022-01-01T00:00:00,385,Videbæk Elnet A/S,11,0
2022-01-01T00:00:00,396,Sunds Net A.m.b.a,18,1
2022-01-01T00:00:00,398,N1 A/S - 398,22,10
2022-01-01T00:00:00,531,Ravdex A/S,159,4
2022-01-01T00:00:00,532,Veksel A/S,58,0
2022-01-01T00:00:00,533,FLOW Elnet A/S,323,11
2022-01-01T00:00:00,543,Vores Elnet A/S,1657,102
2022-01-01T00:00:00,584,Midtfyns Elforsyning A.m.b.A.,85,7
2022-01-01T00:00:00,740,Cerius A/S - 740,3126,172
2022-01-01T00:00:00,755,Radius Elnet A/S (Hillerød),99,11
2022-01-01T00:00:00,757,Elektrus A/S,138,10
2022-01-01T00:00:00,791,Radius Elnet A/S,10392,627
2022-01-01T00:00:00,853,Cerius A/S - 853,44,3
2022-01-01T00:00:00,854,NKE-Elnet A/S,105,5
2022-01-01T00:00:00,860,Zeanet A/S,191,17
2022-01-01T00:00:00,911,TREFOR El-Net Øst A/S,117,12
